Time - Voltage	Amplitude - Voltage
3213	-0,15833
3214	-0,158216
3215	-0,158054
3216	-0,157663
3217	-0,157042
3218	-0,156493
3219	-0,156619
3220	-0,156178
3221	-0,156165
3222	-0,156243
3223	-0,156523
3224	-0,15667
3225	-0,156552
3226	-0,156124
3227	-0,156284
3228	-0,156358
3229	-0,155879
3230	-0,155641
3231	-0,155399
3232	-0,155737
3233	-0,155882
3234	-0,156149
3235	-0,156226
3236	-0,156268
3237	-0,156489
3238	-0,15656
3239	-0,156511
3240	-0,156144
3241	-0,155353
3242	-0,154206
3243	-0,153208
3244	-0,152141
3245	-0,151326
3246	-0,150352
3247	-0,149411
3248	-0,148491
3249	-0,147579
3250	-0,14703
3251	-0,146432
3252	-0,145852
3253	-0,14538
3254	-0,144466
3255	-0,144081
3256	-0,143522
3257	-0,142939
3258	-0,142323
3259	-0,142125
3260	-0,141532
3261	-0,141467
3262	-0,141766
3263	-0,141985
3264	-0,142249
3265	-0,142213
3266	-0,141949
3267	-0,141878
3268	-0,142074
3269	-0,142316
3270	-0,142534
3271	-0,142565
3272	-0,142775
3273	-0,142903
3274	-0,143115
3275	-0,143143
3276	-0,143592
3277	-0,144016
3278	-0,144169
3279	-0,144096
3280	-0,144316
3281	-0,144529
3282	-0,144752
3283	-0,144875
3284	-0,145123
3285	-0,14561
3286	-0,145901
3287	-0,146383
3288	-0,146442
3289	-0,146037
3290	-0,145824
3291	-0,145721
3292	-0,146144
3293	-0,146687
3294	-0,14727
3295	-0,147661
3296	-0,14759
3297	-0,14776
3298	-0,148344
3299	-0,148871
3300	-0,149558
3301	-0,15018
3302	-0,150196
3303	-0,150028
3304	-0,149527
3305	-0,149211
3306	-0,148898
3307	-0,148559
3308	-0,148099
3309	-0,148255
3310	-0,148612
3311	-0,148857
3312	-0,149317
3313	-0,149798
3314	-0,149757
3315	-0,14903
3316	-0,148533
3317	-0,148231
3318	-0,1478
3319	-0,147586
3320	-0,14753
3321	-0,146961
3322	-0,146086
3323	-0,145113
3324	-0,144805
3325	-0,144246
3326	-0,143991
3327	-0,143926
3328	-0,143658
3329	-0,143811
3330	-0,143506
3331	-0,142919
3332	-0,142991
3333	-0,143161
3334	-0,143341
3335	-0,14323
3336	-0,142981
3337	-0,142668
3338	-0,142388
3339	-0,142222
3340	-0,141963
3341	-0,142218
3342	-0,142612
3343	-0,14287
3344	-0,142767
3345	-0,142602
3346	-0,141916
3347	-0,141292
3348	-0,140994
3349	-0,140135
3350	-0,139035
3351	-0,13848
3352	-0,137969
3353	-0,137258
3354	-0,136534
3355	-0,13566
3356	-0,13473
3357	-0,13432
3358	-0,13356
3359	-0,132933
3360	-0,132327
3361	-0,131959
3362	-0,131827
3363	-0,132091
3364	-0,132073
3365	-0,131881
3366	-0,131879
3367	-0,132007
3368	-0,131676
3369	-0,131789
3370	-0,13166
3371	-0,131948
3372	-0,1316
3373	-0,130976
3374	-0,130469
3375	-0,130128
3376	-0,129157
3377	-0,128963
3378	-0,128845
3379	-0,128634
3380	-0,12893
3381	-0,128585
3382	-0,129064
3383	-0,129708
3384	-0,130547
3385	-0,131286
3386	-0,131417
3387	-0,131409
3388	-0,131
3389	-0,130951
3390	-0,130951
3391	-0,130543
3392	-0,130175
3393	-0,130155
3394	-0,129855
3395	-0,129371
3396	-0,128559
3397	-0,127981
3398	-0,127319
3399	-0,126649
3400	-0,126741
3401	-0,126871
3402	-0,127226
3403	-0,127356
3404	-0,127584
3405	-0,127778
3406	-0,128172
3407	-0,128134
3408	-0,127819
3409	-0,127799
3410	-0,12809
3411	-0,128977
3412	-0,129203
3413	-0,129052
3414	-0,129111
3415	-0,129072
3416	-0,129069
3417	-0,129074
3418	-0,129386
3419	-0,129062
3420	-0,128781
3421	-0,128247
3422	-0,128064
3423	-0,127945
3424	-0,12774
3425	-0,127917
3426	-0,12783
3427	-0,127786
3428	-0,127835
3429	-0,127729
3430	-0,127556
3431	-0,127303
3432	-0,127258
3433	-0,127025
3434	-0,127352
3435	-0,127497
3436	-0,127188
3437	-0,127159
3438	-0,127116
3439	-0,126763
3440	-0,126548
3441	-0,126311
3442	-0,126603
3443	-0,126837
3444	-0,127384
3445	-0,12734
3446	-0,127623
3447	-0,127567
3448	-0,127572
3449	-0,127412
3450	-0,127216
3451	-0,127272
3452	-0,127392
3453	-0,127035
3454	-0,126976
3455	-0,126786
3456	-0,126414
3457	-0,12637
3458	-0,12621
3459	-0,125576
3460	-0,125476
3461	-0,124814
3462	-0,124685
3463	-0,124634
3464	-0,124417
3465	-0,124172
3466	-0,12435
3467	-0,124175
3468	-0,123641
3469	-0,122901
3470	-0,12214
3471	-0,121999
3472	-0,121556
3473	-0,121012
3474	-0,120592
3475	-0,120187
3476	-0,119221
3477	-0,118589
3478	-0,117552
3479	-0,116468
3480	-0,115584
3481	-0,115088
3482	-0,114132
3483	-0,113338
3484	-0,112527
3485	-0,111741
3486	-0,110817
3487	-0,110243
3488	-0,109784
3489	-0,109451
3490	-0,109356
3491	-0,108735
3492	-0,107957
3493	-0,107737
3494	-0,106974
3495	-0,106797
3496	-0,106913
3497	-0,10684
3498	-0,106382
3499	-0,10618
3500	-0,105964
3501	-0,105663
3502	-0,105637
3503	-0,105994
3504	-0,106041
3505	-0,105935
3506	-0,106145
3507	-0,10618
3508	-0,106346
3509	-0,106132
3510	-0,106087
3511	-0,105446
3512	-0,105245
3513	-0,104275
3514	-0,10395
3515	-0,103997
3516	-0,103611
3517	-0,103278
3518	-0,103172
3519	-0,102453
3520	-0,101546
3521	-0,101103
3522	-0,100589
3523	-0,0998959
3524	-0,0991116
3525	-0,0984875
3526	-0,0976133
3527	-0,0969467
3528	-0,0969516
3529	-0,0968895
3530	-0,096798
3531	-0,0969255
3532	-0,0967408
3533	-0,0965284
3534	-0,0963193
3535	-0,0962572
3536	-0,0962327
3537	-0,0956658
3538	-0,0951985
3539	-0,0943717
3540	-0,0938031
3541	-0,0929421
3542	-0,0922477
3543	-0,0912445
3544	-0,0906579
3545	-0,0903409
3546	-0,089975
3547	-0,0898818
3548	-0,0895796
3549	-0,0895828
3550	-0,0898557
3551	-0,0900485
3552	-0,0899063
3553	-0,0899995
3554	-0,0898132
3555	-0,0901073
3556	-0,0904341
3557	-0,0901514
3558	-0,0903802
3559	-0,0901416
3560	-0,0906612
3561	-0,0910255
3562	-0,0916121
3563	-0,0913981
3564	-0,0914307
3565	-0,0909226
3566	-0,0905468
3567	-0,0898851
3568	-0,089176
3569	-0,0886009
3570	-0,0880355
3571	-0,0872251
3572	-0,0861468
3573	-0,0858706
3574	-0,0854507
3575	-0,0847808
3576	-0,0846795
3577	-0,0841387
3578	-0,0836861
3579	-0,0832466
3580	-0,0823594
3581	-0,0816895
3582	-0,081018
3583	-0,0799854
3584	-0,0789708
3585	-0,0779986
3586	-0,0772094
3587	-0,076716
3588	-0,0762651
3589	-0,0753664
3590	-0,0741051
3591	-0,0734662
3592	-0,0730398
3593	-0,0726869
3594	-0,0718258
3595	-0,0710775
3596	-0,0705726
3597	-0,0701772
3598	-0,0696756
3599	-0,0689486
3600	-0,068576
3601	-0,0679143
3602	-0,0670451
3603	-0,0663311
3604	-0,0658687
3605	-0,0652331
3606	-0,0646923
3607	-0,064426
3608	-0,0643116
3609	-0,0638329
3610	-0,0631957
3611	-0,0619866
3612	-0,0614017
3613	-0,0614932
3614	-0,0610929
3615	-0,0608935
3616	-0,0605602
3617	-0,0600946
3618	-0,0598217
3619	-0,0599181
3620	-0,0598544
3621	-0,0592793
3622	-0,0585342
3623	-0,0578235
3624	-0,0573398
3625	-0,056549
3626	-0,0563448
3627	-0,0555148
3628	-0,0548384
3629	-0,0546162
3630	-0,0545002
3631	-0,0541195
3632	-0,0534953
3633	-0,052778
3634	-0,0518745
3635	-0,0510053
3636	-0,0506801
3637	-0,0500217
3638	-0,0492325
3639	-0,0490806
3640	-0,0490414
3641	-0,0489254
3642	-0,0490724
3643	-0,0492815
3644	-0,049043
3645	-0,0490463
3646	-0,0485463
3647	-0,0486721
3648	-0,0485822
3649	-0,0488224
3650	-0,0485316
3651	-0,0481672
3652	-0,0480137
3653	-0,0481868
3654	-0,0486394
3655	-0,0491018
3656	-0,049061
3657	-0,0489776
3658	-0,0488241
3659	-0,048994
3660	-0,0489548
3661	-0,049128
3662	-0,0489727
3663	-0,048512
3664	-0,0478388
3665	-0,0476558
3666	-0,0476232
3667	-0,0477048
3668	-0,0476754
3669	-0,0481395
3670	-0,0485496
3671	-0,0482228
3672	-0,0482244
3673	-0,0485381
3674	-0,0489923
3675	-0,0490463
3676	-0,0488633
3677	-0,048811
3678	-0,049043
3679	-0,0490871
3680	-0,049293
3681	-0,0492489
3682	-0,0494123
3683	-0,0491737
3684	-0,0493093
3685	-0,0493436
3686	-0,0495838
3687	-0,0500805
3688	-0,050324
3689	-0,0503583
3690	-0,0502815
3691	-0,0503338
3692	-0,0502292
3693	-0,0496835
3694	-0,0494727
3695	-0,0493992
3696	-0,049275
3697	-0,0490021
3698	-0,0490103
3699	-0,0483894
3700	-0,0479401
3701	-0,0481248
3702	-0,0480643
3703	-0,0478127
3704	-0,0476052
3705	-0,0476183
3706	-0,0475186
3707	-0,0473291
3708	-0,0474336
3709	-0,0470529
3710	-0,0462098
3711	-0,0461363
3712	-0,0453455
3713	-0,0458635
3714	-0,0462147
3715	-0,04637
3716	-0,0471624
3717	-0,047432
3718	-0,0474075
3719	-0,0477392
3720	-0,0482669
3721	-0,048231
3722	-0,0484156
3723	-0,0490675
3724	-0,0499204
3725	-0,0506867
3726	-0,0510396
3727	-0,0508484
3728	-0,0501753
3729	-0,0499139
3730	-0,0500184
3731	-0,0497701
3732	-0,0497309
3733	-0,0500331
3734	-0,0504138
3735	-0,0501459
3736	-0,0496884
3737	-0,0495136
3738	-0,0495283
3739	-0,0499612
3740	-0,0504171
3741	-0,0504187
3742	-0,0503779
3743	-0,0508419
3744	-0,0506426
3745	-0,0511964
3746	-0,0512716
3747	-0,0509024
3748	-0,0513419
3749	-0,0514775
3750	-0,0519676
3751	-0,0523075
3752	-0,0526816
3753	-0,0529316
3754	-0,0534496
3755	-0,0540443
3756	-0,0543172
3757	-0,0548612
3758	-0,0550998
3759	-0,0551946
3760	-0,054755
3761	-0,0541505
3762	-0,0535068
3763	-0,0532633
3764	-0,0530362
3765	-0,0531767
3766	-0,0529202
3767	-0,0532061
3768	-0,0542649
3769	-0,0544152
3770	-0,0545966
3771	-0,054871
3772	-0,0552501
3773	-0,056188
3774	-0,0560474
3775	-0,0562974
3776	-0,0563432
3777	-0,0568497
3778	-0,0572418
3779	-0,0578496
3780	-0,0582597
3781	-0,0585685
3782	-0,0585146
3783	-0,0591077
3784	-0,0593054
3785	-0,0596681
3786	-0,060008
3787	-0,0601632
3788	-0,0606926
3789	-0,0617824
3790	-0,0631009
3791	-0,0642119
3792	-0,064957
3793	-0,0658785
3794	-0,0672836
3795	-0,068442
3796	-0,0696233
3797	-0,0705694
3798	-0,0710285
3799	-0,0720774
3800	-0,0722898
3801	-0,0725169
3802	-0,0731689
3803	-0,0742946
3804	-0,0750135
3805	-0,0759187
3806	-0,076582
3807	-0,0772928
3808	-0,0777731
3809	-0,0784103
3810	-0,0795328
3811	-0,0804674
3812	-0,0814608
3813	-0,0817794
3814	-0,0829052
3815	-0,0837041
3816	-0,0841894
3817	-0,0845423
3818	-0,0846354
3819	-0,0849589
3820	-0,0854377
3821	-0,0863134
3822	-0,0875699
3823	-0,0889374
3824	-0,0893753
3825	-0,0899292
3826	-0,090671
3827	-0,0915974
3828	-0,0924209
3829	-0,0929764
3830	-0,0929225
3831	-0,0934796
3832	-0,0943946
3833	-0,0949616
3834	-0,0954517
3835	-0,0958798
3836	-0,0960121
3837	-0,0965219
3838	-0,0975006
3839	-0,097994
3840	-0,0984744
3841	-0,0990103
3842	-0,0988584
3843	-0,0987865
3844	-0,0987178
3845	-0,0991786
3846	-0,100154
3847	-0,100847
3848	-0,101768
3849	-0,102397
3850	-0,103575
3851	-0,105147
3852	-0,105977
3853	-0,10673
3854	-0,107154
3855	-0,10767
3856	-0,10815
3857	-0,109018
3858	-0,10982
3859	-0,111026
3860	-0,112307
3861	-0,113168
3862	-0,114303
3863	-0,115586
3864	-0,117125
3865	-0,118257
3866	-0,119071
3867	-0,119682
3868	-0,120756
3869	-0,121416
3870	-0,122038
3871	-0,123363
3872	-0,124148
3873	-0,124388
3874	-0,123922
3875	-0,124322
3876	-0,125103
3877	-0,125556
3878	-0,126178
3879	-0,126858
3880	-0,127531
3881	-0,128309
3882	-0,129083
3883	-0,129943
3884	-0,130396
3885	-0,13076
3886	-0,131412
3887	-0,131662
3888	-0,132376
3889	-0,133142
3890	-0,133635
3891	-0,134346
3892	-0,135037
3893	-0,13566
3894	-0,136465
3895	-0,13659
3896	-0,136848
3897	-0,137704
3898	-0,138866
3899	-0,140298
3900	-0,141117
3901	-0,141914
3902	-0,142442
3903	-0,143339
3904	-0,144643
3905	-0,145963
3906	-0,147306
3907	-0,148929
3908	-0,150072
3909	-0,151018
3910	-0,152427
3911	-0,153319
3912	-0,154404
3913	-0,155116
3914	-0,155709
3915	-0,156276
3916	-0,156717
3917	-0,157327
3918	-0,15806
3919	-0,158815
3920	-0,159564
3921	-0,160673
3922	-0,161423
3923	-0,161895
3924	-0,162241
3925	-0,162
3926	-0,162228
3927	-0,163117
3928	-0,163767
3929	-0,163308
3930	-0,162694
3931	-0,163009
3932	-0,163169
3933	-0,163259
3934	-0,163132
3935	-0,163808
3936	-0,164419
3937	-0,165256
3938	-0,165552
3939	-0,165996
3940	-0,166159
3941	-0,166558
3942	-0,166604
3943	-0,166648
3944	-0,16697
3945	-0,166555
3946	-0,166769
3947	-0,167267
3948	-0,167316
3949	-0,16731
3950	-0,167305
3951	-0,167383
3952	-0,168114
3953	-0,168656
3954	-0,169435
3955	-0,170159
3956	-0,171466
3957	-0,172541
3958	-0,17353
3959	-0,174556
3960	-0,175791
3961	-0,177392
3962	-0,1787
3963	-0,179275
3964	-0,180062
3965	-0,180425
3966	-0,180843
3967	-0,181415
3968	-0,181556
3969	-0,182216
3970	-0,182343
3971	-0,182294
3972	-0,182392
3973	-0,181696
3974	-0,18208
3975	-0,182492
3976	-0,182743
3977	-0,18276
3978	-0,183297
3979	-0,183252
3980	-0,183578
3981	-0,184498
3982	-0,184825
3983	-0,185197
3984	-0,185947
3985	-0,186648
3986	-0,187042
3987	-0,187575
3988	-0,187955
3989	-0,18781
3990	-0,188073
3991	-0,188534
3992	-0,188686
3993	-0,188428
3994	-0,188364
3995	-0,188696
3996	-0,188977
3997	-0,189321
3998	-0,189985
3999	-0,190444
4000	-0,190227
4001	-0,189962
4002	-0,189887
4003	-0,189209
4004	-0,188933
4005	-0,188408
4006	-0,188052
4007	-0,187758
4008	-0,18716
4009	-0,186843
4010	-0,185983
4011	-0,18532
4012	-0,184382
4013	-0,183702
4014	-0,182786
4015	-0,182395
4016	-0,182421
4017	-0,182678
4018	-0,182886
4019	-0,182809
4020	-0,18322
4021	-0,183395
4022	-0,183209
4023	-0,1826
4024	-0,183033
4025	-0,183417
4026	-0,183493
4027	-0,183619
4028	-0,18368
4029	-0,183676
4030	-0,184279
4031	-0,184887
4032	-0,184872
4033	-0,185104
4034	-0,185246
4035	-0,18565
4036	-0,186101
4037	-0,186578
4038	-0,18697
4039	-0,187544
4040	-0,18792
4041	-0,188573
4042	-0,189557
4043	-0,190084
4044	-0,191022
4045	-0,19147
4046	-0,191419
4047	-0,191078
4048	-0,190936
4049	-0,190733
4050	-0,190622
4051	-0,190284
4052	-0,189901
4053	-0,190019
4054	-0,190625
4055	-0,190733
4056	-0,191439
4057	-0,191298
4058	-0,191349
4059	-0,190522
4060	-0,189838
4061	-0,189851
4062	-0,189504
4063	-0,189321
4064	-0,188985
4065	-0,188276
4066	-0,187601
4067	-0,187073
4068	-0,186902
4069	-0,187125
4070	-0,187286
4071	-0,18674
4072	-0,186635
4073	-0,187031
4074	-0,187872
4075	-0,188374
4076	-0,189026
4077	-0,189279
4078	-0,18938
4079	-0,188999
4080	-0,188697
4081	-0,188354
4082	-0,18848
4083	-0,188745
4084	-0,189318
4085	-0,189875
4086	-0,190119
4087	-0,190171
4088	-0,190068
4089	-0,189905
4090	-0,190178
4091	-0,190003
4092	-0,189988
4093	-0,190331
4094	-0,190117
4095	-0,189968
4096	-0,190197
4097	-0,189615
4098	-0,188818
4099	-0,187975
4100	-0,187362
4101	-0,186323
4102	-0,186011
4103	-0,184907
4104	-0,183186
4105	-0,181799
4106	-0,180863
4107	-0,180074
4108	-0,179115
4109	-0,178436
4110	-0,17736
4111	-0,176783
4112	-0,176183
4113	-0,175293
4114	-0,174739
4115	-0,173971
4116	-0,17342
4117	-0,173135
4118	-0,173151
4119	-0,172888
4120	-0,172669
4121	-0,172499
4122	-0,172667
4123	-0,172888
4124	-0,173012
4125	-0,173515
4126	-0,17403
4127	-0,174234
4128	-0,174335
4129	-0,175072
4130	-0,175999
4131	-0,176628
4132	-0,177254
4133	-0,17775
4134	-0,178445
4135	-0,178647
4136	-0,178575
4137	-0,17866
4138	-0,178647
4139	-0,178494
4140	-0,178415
4141	-0,178686
4142	-0,179051
4143	-0,179579
4144	-0,179989
4145	-0,18017
4146	-0,18033
4147	-0,181101
4148	-0,181126
4149	-0,181237
4150	-0,1816
4151	-0,181946
4152	-0,181639
4153	-0,181475
4154	-0,180915
4155	-0,180299
4156	-0,179479
4157	-0,178543
4158	-0,177963
4159	-0,177428
4160	-0,17644
4161	-0,17559
4162	-0,174852
4163	-0,174834
4164	-0,17428
4165	-0,173804
4166	-0,173904
4167	-0,173824
4168	-0,173226
4169	-0,172631
4170	-0,172522
4171	-0,172808
4172	-0,173231
4173	-0,173684
4174	-0,173925
4175	-0,173986
4176	-0,174102
4177	-0,174027
4178	-0,173672
4179	-0,17359
4180	-0,173198
4181	-0,172345
4182	-0,172058
4183	-0,171625
4184	-0,170448
4185	-0,169393
4186	-0,168752
4187	-0,16846
4188	-0,168007
4189	-0,167565
4190	-0,167138
4191	-0,166009
4192	-0,165328
4193	-0,165006
4194	-0,164062
4195	-0,163555
4196	-0,163067
4197	-0,162264
4198	-0,161727
4199	-0,161145
4200	-0,161282
4201	-0,161498
4202	-0,161701
4203	-0,162264
4204	-0,162225
4205	-0,162676
4206	-0,163246
4207	-0,163679
4208	-0,164498
4209	-0,165202
4210	-0,166161
4211	-0,166857
4212	-0,167522
4213	-0,168326
4214	-0,168578
4215	-0,168882
4216	-0,169295
4217	-0,169311
4218	-0,169339
4219	-0,169462
4220	-0,169404
4221	-0,169265
4222	-0,169399
4223	-0,169872
4224	-0,170153
4225	-0,170656
4226	-0,170943
4227	-0,171319
4228	-0,171929
4229	-0,172512
4230	-0,172759
4231	-0,172733
4232	-0,172702
4233	-0,173402
4234	-0,174005
4235	-0,17468
4236	-0,175442
4237	-0,175899
4238	-0,176071
4239	-0,176293
4240	-0,17675
4241	-0,177041
4242	-0,177041
4243	-0,177479
4244	-0,177343
4245	-0,17768
4246	-0,178188
4247	-0,178773
4248	-0,179021
4249	-0,179454
4250	-0,178951
4251	-0,178593
4252	-0,178492
4253	-0,178126
4254	-0,177258
4255	-0,177026
4256	-0,177095
4257	-0,17724
4258	-0,17717
4259	-0,17795
4260	-0,177961
4261	-0,17769
4262	-0,177553
4263	-0,176798
4264	-0,175871
4265	-0,175657
4266	-0,175164
4267	-0,174809
4268	-0,174205
4269	-0,1737
4270	-0,172868
4271	-0,172394
4272	-0,1717
4273	-0,170922
4274	-0,170646
4275	-0,170156
4276	-0,169083
4277	-0,168659
4278	-0,168483
4279	-0,168784
4280	-0,168929
4281	-0,168739
4282	-0,16819
4283	-0,167967
4284	-0,167347
4285	-0,166669
4286	-0,166048
4287	-0,165465
4288	-0,164794
4289	-0,16439
4290	-0,163594
4291	-0,163083
4292	-0,162568
4293	-0,162075
4294	-0,161897
4295	-0,16191
4296	-0,16142
4297	-0,161384
4298	-0,161238
4299	-0,160954
4300	-0,160774
4301	-0,160047
4302	-0,159353
4303	-0,159103
4304	-0,15956
4305	-0,159676
4306	-0,15909
4307	-0,15875
4308	-0,15891
4309	-0,158952
4310	-0,158954
4311	-0,15848
4312	-0,157956
4313	-0,157404
4314	-0,156959
4315	-0,157209
4316	-0,157041
4317	-0,156855
4318	-0,156149
4319	-0,1556
4320	-0,154909
4321	-0,154851
4322	-0,154601
4323	-0,154266
4324	-0,154013
4325	-0,153914
4326	-0,154031
4327	-0,153745
4328	-0,153796
4329	-0,153861
4330	-0,153234
4331	-0,152482
4332	-0,151628
4333	-0,150687
4334	-0,14987
4335	-0,149321
4336	-0,148744
4337	-0,148035
4338	-0,147589
4339	-0,147117
4340	-0,146839
4341	-0,146512
4342	-0,145978
4343	-0,144814
4344	-0,144298
4345	-0,144138
4346	-0,143937
4347	-0,143485
4348	-0,143767
4349	-0,144226
4350	-0,14422
4351	-0,143949
4352	-0,143756
4353	-0,143203
4354	-0,142813
4355	-0,142187
4356	-0,141872
4357	-0,141893
4358	-0,141929
4359	-0,142239
4360	-0,14269
4361	-0,142813
4362	-0,142586
4363	-0,14237
4364	-0,142207
4365	-0,142411
4366	-0,141896
4367	-0,141447
4368	-0,141311
4369	-0,141194
4370	-0,14115
4371	-0,140679
4372	-0,140351
4373	-0,139669
4374	-0,138808
4375	-0,13816
4376	-0,137406
4377	-0,137099
4378	-0,136905
4379	-0,136688
4380	-0,13692
4381	-0,137328
4382	-0,137155
4383	-0,137072
4384	-0,137232
4385	-0,137614
4386	-0,138397
4387	-0,138529
4388	-0,138599
4389	-0,139004
4390	-0,138892
4391	-0,138852
4392	-0,138996
4393	-0,139107
4394	-0,139349
4395	-0,13888
4396	-0,138923
4397	-0,1389
4398	-0,138464
4399	-0,13821
4400	-0,138261
4401	-0,138071
4402	-0,137537
4403	-0,136929
4404	-0,137008
4405	-0,136496
4406	-0,13592
4407	-0,135331
4408	-0,134861
4409	-0,134166
4410	-0,133055
4411	-0,131969
4412	-0,130948
4413	-0,130363
4414	-0,130129
4415	-0,129507
4416	-0,12844
4417	-0,12786
4418	-0,127732
4419	-0,127283
4420	-0,126626
4421	-0,126427
4422	-0,125786
4423	-0,125221
4424	-0,124368
4425	-0,123687
4426	-0,12311
4427	-0,121997
4428	-0,12101
4429	-0,120164
4430	-0,119623
4431	-0,119499
4432	-0,119037
4433	-0,118063
4434	-0,116996
4435	-0,116215
4436	-0,114934
4437	-0,113696
4438	-0,112714
4439	-0,111482
4440	-0,110041
4441	-0,108845
4442	-0,107345
4443	-0,10568
4444	-0,104476
4445	-0,103257
4446	-0,102329
4447	-0,10118
4448	-0,100143
4449	-0,0992472
4450	-0,0987276
4451	-0,0979695
4452	-0,0973405
4453	-0,0963585
4454	-0,0955775
4455	-0,0950171
4456	-0,093862
4457	-0,0927852
4458	-0,0920827
4459	-0,0906579
4460	-0,0901432
4461	-0,0894227
4462	-0,0888737
4463	-0,0886564
4464	-0,0882626
4465	-0,0878574
4466	-0,0880127
4467	-0,0884113
4468	-0,0886711
4469	-0,0882643
4470	-0,0883509
4471	-0,0887365
4472	-0,0891221
4473	-0,0892038
4474	-0,0890714
4475	-0,0891694
4476	-0,0892773
4477	-0,0889015
4478	-0,088444
4479	-0,0880094
4480	-0,0873591
4481	-0,086985
4482	-0,0865847
4483	-0,0860765
4484	-0,0861631
4485	-0,086284
4486	-0,0864033
4487	-0,0865896
4488	-0,0866549
4489	-0,086534
4490	-0,0864327
4491	-0,0862007
4492	-0,0859344
4493	-0,0855994
4494	-0,0853135
4495	-0,084655
4496	-0,0842123
4497	-0,083678
4498	-0,0832793
4499	-0,0830538
4500	-0,0827679
4501	-0,0828953
4502	-0,0828774
4503	-0,082482
4504	-0,0817206
4505	-0,0812549
4506	-0,0809151
4507	-0,0803024
4508	-0,0795998
4509	-0,0792665
4510	-0,0793286
4511	-0,0793204
4512	-0,0792551
4513	-0,0795165
4514	-0,0791717
4515	-0,0787747
4516	-0,0786522
4517	-0,078791
4518	-0,0788107
4519	-0,0788041
4520	-0,0791423
4521	-0,0784332
4522	-0,07801
4523	-0,0776604
4524	-0,0776196
4525	-0,0774447
4526	-0,0768778
4527	-0,0768859
4528	-0,0767127
4529	-0,0765575
4530	-0,0766114
4531	-0,0765232
4532	-0,0765722
4533	-0,0765592
4534	-0,0762062
4535	-0,0763321
4536	-0,0767912
4537	-0,0772438
4538	-0,0779692
4539	-0,0786979
4540	-0,0794413
4541	-0,0795671
4542	-0,0800067
4543	-0,0806259
4544	-0,081036
4545	-0,080951
4546	-0,0812092
4547	-0,0809053
4548	-0,0803432
4549	-0,0800377
4550	-0,0797109
4551	-0,0799609
4552	-0,0802076
4553	-0,0804756
4554	-0,0809184
4555	-0,0816111
4556	-0,0816193
4557	-0,081482
4558	-0,0812255
4559	-0,080835
4560	-0,0807664
4561	-0,0808138
4562	-0,0808873
4563	-0,0808677
4564	-0,0808906
4565	-0,080938
4566	-0,0809984
4567	-0,0811716
4568	-0,0812451
4569	-0,0813317
4570	-0,0810703
4571	-0,080652
4572	-0,0803073
4573	-0,0803481
4574	-0,0810491
4575	-0,0814935
4576	-0,0820163
4577	-0,0820588
4578	-0,0819673
4579	-0,0816422
4580	-0,0813187
4581	-0,0806831
4582	-0,0807043
4583	-0,080438
4584	-0,0804511
4585	-0,0800622
4586	-0,0793662
4587	-0,0784528
4588	-0,0781228
4589	-0,0771719
4590	-0,0767078
4591	-0,0763696
4592	-0,0763092
4593	-0,0757978
4594	-0,0749498
4595	-0,0746312
4596	-0,0736525
4597	-0,0733649
4598	-0,0727163
4599	-0,0718503
4600	-0,0714876
4601	-0,0710742
4602	-0,0708422
4603	-0,0699975
4604	-0,0690074
4605	-0,0680025
4606	-0,0673686
4607	-0,0672052
4608	-0,0665762
4609	-0,0660876
4610	-0,0657233
4611	-0,0654847
4612	-0,0655599
4613	-0,0650387
4614	-0,0645093
4615	-0,0641155
4616	-0,0636662
4617	-0,0633476
4618	-0,0628869
4619	-0,063712
4620	-0,063859
4621	-0,0638116
4622	-0,0640044
4623	-0,0638525
4624	-0,0638623
4625	-0,0635339
4626	-0,063529
4627	-0,0641825
4628	-0,0642871
4629	-0,0643475
4630	-0,0644227
4631	-0,0637675
4632	-0,0634849
4633	-0,0633966
4634	-0,0635796
4635	-0,0634571
4636	-0,0639162
4637	-0,0640633
4638	-0,0646057
4639	-0,0654243
4640	-0,0663245
4641	-0,0665729
4642	-0,0673898
4643	-0,0678604
4644	-0,0682558
4645	-0,0684404
4646	-0,0681725
4647	-0,068393
4648	-0,0685352
4649	-0,0684257
4650	-0,0684813
4651	-0,0684731
4652	-0,0684649
4653	-0,0688097
4654	-0,0689518
4655	-0,0684388
4656	-0,0680728
4657	-0,0677542
4658	-0,0675483
4659	-0,0675205
4660	-0,0667559
4661	-0,0665615
4662	-0,066153
4663	-0,066086
4664	-0,0662265
4665	-0,065934
4666	-0,0655239
4667	-0,0648116
4668	-0,064609
4669	-0,0641825
4670	-0,0636123
4671	-0,0632332
4672	-0,0624996
4673	-0,0621402
4674	-0,0617333
4675	-0,0608903
4676	-0,0604573
4677	-0,0602253
4678	-0,0598201
4679	-0,0594884
4680	-0,0593005
4681	-0,0593724
4682	-0,0595031
4683	-0,059575
4684	-0,0595897
4685	-0,0596403
4686	-0,0593936
4687	-0,058892
4688	-0,0590897
4689	-0,0592956
4690	-0,0593348
4691	-0,0594345
4692	-0,059374
4693	-0,0589084
4694	-0,0585391
4695	-0,0587009
4696	-0,0588855
4697	-0,0592989
4698	-0,0593299
4699	-0,0598985
4700	-0,0596763
4701	-0,0594998
4702	-0,0592302
4703	-0,0593675
4704	-0,0595505
4705	-0,0592564
4706	-0,0592498
4707	-0,059093
