Time - Voltage	Amplitude - Voltage
1114	-2,46814
1115	-2,46562
1116	-2,4655
1117	-2,46113
1118	-2,461
1119	-2,4572
1120	-2,45706
1121	-2,45134
1122	-2,4512
1123	-2,4482
1124	-2,44804
1125	-2,44335
1126	-2,4432
1127	-2,44062
1128	-2,44047
1129	-2,43921
1130	-2,43904
1131	-2,43732
1132	-2,43712
1133	-2,43704
1134	-2,43683
1135	-2,43513
1136	-2,43491
1137	-2,43506
1138	-2,43484
1139	-2,4331
1140	-2,43288
1141	-2,43239
1142	-2,43215
1143	-2,42894
1144	-2,42869
1145	-2,42859
1146	-2,42835
1147	-2,42708
1148	-2,42683
1149	-2,42408
1150	-2,4238
1151	-2,42092
1152	-2,42064
1153	-2,41965
1154	-2,41937
1155	-2,4163
1156	-2,41604
1157	-2,41481
1158	-2,41456
1159	-2,4136
1160	-2,41334
1161	-2,41222
1162	-2,41196
1163	-2,41068
1164	-2,41039
1165	-2,40777
1166	-2,40747
1167	-2,40295
1168	-2,40265
1169	-2,39955
1170	-2,39923
1171	-2,39597
1172	-2,39562
1173	-2,38991
1174	-2,38955
1175	-2,38176
1176	-2,38141
1177	-2,3753
1178	-2,37496
1179	-2,37089
1180	-2,37055
1181	-2,36686
1182	-2,36652
1183	-2,36109
1184	-2,36072
1185	-2,3565
1186	-2,35614
1187	-2,35103
1188	-2,35063
1189	-2,34496
1190	-2,34457
1191	-2,34021
1192	-2,33985
1193	-2,33532
1194	-2,33498
1195	-2,33296
1196	-2,33263
1197	-2,32913
1198	-2,3288
1199	-2,32742
1200	-2,3271
1201	-2,32517
1202	-2,32486
1203	-2,3221
1204	-2,3218
1205	-2,32126
1206	-2,32095
1207	-2,31776
1208	-2,31748
1209	-2,31377
1210	-2,31351
1211	-2,31053
1212	-2,31029
1213	-2,31045
1214	-2,31024
1215	-2,30805
1216	-2,30785
1217	-2,30632
1218	-2,3061
1219	-2,30591
1220	-2,30568
1221	-2,3025
1222	-2,30224
1223	-2,30006
1224	-2,29978
1225	-2,29899
1226	-2,29872
1227	-2,29867
1228	-2,29841
1229	-2,29783
1230	-2,2976
1231	-2,29572
1232	-2,29549
1233	-2,29439
1234	-2,29414
1235	-2,29427
1236	-2,29402
1237	-2,29232
1238	-2,29205
1239	-2,29385
1240	-2,29357
1241	-2,29159
1242	-2,29132
1243	-2,28874
1244	-2,28849
1245	-2,28497
1246	-2,28472
1247	-2,28355
1248	-2,28333
1249	-2,28289
1250	-2,28271
1251	-2,2811
1252	-2,28092
1253	-2,27627
1254	-2,27611
1255	-2,27725
1256	-2,27709
1257	-2,2751
1258	-2,27493
1259	-2,27432
1260	-2,27416
1261	-2,27081
1262	-2,27064
1263	-2,26526
1264	-2,26508
1265	-2,25913
1266	-2,25898
1267	-2,25484
1268	-2,25469
1269	-2,24884
1270	-2,24868
1271	-2,24189
1272	-2,24173
1273	-2,23492
1274	-2,23474
1275	-2,22942
1276	-2,22924
1277	-2,22353
1278	-2,22335
1279	-2,21743
1280	-2,21723
1281	-2,21064
1282	-2,21044
1283	-2,20692
1284	-2,20671
1285	-2,20134
1286	-2,20114
1287	-2,1988
1288	-2,19862
1289	-2,19357
1290	-2,19343
1291	-2,18529
1292	-2,18517
1293	-2,17825
1294	-2,1781
1295	-2,17146
1296	-2,17133
1297	-2,16853
1298	-2,16839
1299	-2,16399
1300	-2,16387
1301	-2,15929
1302	-2,15916
1303	-2,15749
1304	-2,15673
1305	-2,15556
1306	-2,15406
1307	-2,15384
1308	-2,15202
1309	-2,15037
1310	-2,1483
1311	-2,14732
1312	-2,14541
1313	-2,14451
1314	-2,14273
1315	-2,14037
1316	-2,13873
1317	-2,13832
1318	-2,13678
1319	-2,13369
1320	-2,13226
1321	-2,13291
1322	-2,13155
1323	-2,1252
1324	-2,12392
1325	-2,12186
1326	-2,12061
1327	-2,11739
1328	-2,1162
1329	-2,1143
1330	-2,11314
1331	-2,10795
1332	-2,10686
1333	-2,09968
1334	-2,09864
1335	-2,09125
1336	-2,09027
1337	-2,08466
1338	-2,0837
1339	-2,07681
1340	-2,07586
1341	-2,0693
1342	-2,0684
1343	-2,06408
1344	-2,06324
1345	-2,0583
1346	-2,05748
1347	-2,05579
1348	-2,055
